PSNR,SSIM,MSELoss,L1Loss,LPIPS,DISTS,datasplit,cell_line,seeding_density,platemap_file,run_name,run_id,params.beta0,params.depth,params.beta1,params.epochs,params.channel_name,params.patience,params.batch_size,params.patch_size,params.lr
43.51962661743164,0.9619513750076294,4.446693492354825e-05,0.0015336079522967339,0.006476425565779209,0.05246090888977051,evaluation,G292,2000,Assay_Plate1_platemap,FNet_train_high_confluence_OrigDNA,4c18347c1a4043f8aacd775d9eef5482,0.8688225992072988,4,0.9654164885801781,1000,OrigDNA,16,48,256,0.0027501521311678614
42.4668083190918,0.9549052119255066,5.6665565352886915e-05,0.002177545102313161,0.007936456240713596,0.05980539321899414,evaluation,G292,2000,Assay_Plate1_platemap,FNet_train_high_confluence_OrigDNA,4c18347c1a4043f8aacd775d9eef5482,0.8688225992072988,4,0.9654164885801781,1000,OrigDNA,16,48,256,0.0027501521311678614
37.35969161987305,0.8438166975975037,0.00018366680887993425,0.003390138503164053,0.024760067462921143,0.10756754875183105,evaluation,G292,2000,Assay_Plate1_platemap,FNet_train_high_confluence_OrigDNA,4c18347c1a4043f8aacd775d9eef5482,0.8688225992072988,4,0.9654164885801781,1000,OrigDNA,16,48,256,0.0027501521311678614
49.74315643310547,0.9851323962211609,1.0609239325276576e-05,0.0019524800591170788,0.007004777435213327,0.051654815673828125,evaluation,G292,2000,Assay_Plate1_platemap,FNet_train_high_confluence_OrigDNA,4c18347c1a4043f8aacd775d9eef5482,0.8688225992072988,4,0.9654164885801781,1000,OrigDNA,16,48,256,0.0027501521311678614
34.11497497558594,0.8193126320838928,0.0003877059498336166,0.0036182389594614506,0.016912441700696945,0.10327982902526855,evaluation,G292,2000,Assay_Plate1_platemap,FNet_train_high_confluence_OrigDNA,4c18347c1a4043f8aacd775d9eef5482,0.8688225992072988,4,0.9654164885801781,1000,OrigDNA,16,48,256,0.0027501521311678614
39.427486419677734,0.9194469451904297,0.00011409096623538062,0.0017623072490096092,0.015321286395192146,0.08021056652069092,evaluation,G292,2000,Assay_Plate1_platemap,FNet_train_high_confluence_OrigDNA,4c18347c1a4043f8aacd775d9eef5482,0.8688225992072988,4,0.9654164885801781,1000,OrigDNA,16,48,256,0.0027501521311678614
37.4235725402832,0.901001513004303,0.00018098503642249852,0.0027919290587306023,0.011888111010193825,0.07214272022247314,evaluation,G292,2000,Assay_Plate1_platemap,FNet_train_high_confluence_OrigDNA,4c18347c1a4043f8aacd775d9eef5482,0.8688225992072988,4,0.9654164885801781,1000,OrigDNA,16,48,256,0.0027501521311678614
40.071712493896484,0.9078047871589661,9.836231038207188e-05,0.0026372307911515236,0.012500762939453125,0.08045417070388794,evaluation,G292,2000,Assay_Plate1_platemap,FNet_train_high_confluence_OrigDNA,4c18347c1a4043f8aacd775d9eef5482,0.8688225992072988,4,0.9654164885801781,1000,OrigDNA,16,48,256,0.0027501521311678614
43.63261413574219,0.9712970852851868,4.332501339376904e-05,0.0015496080741286278,0.004090513102710247,0.047211527824401855,evaluation,G292,2000,Assay_Plate1_platemap,FNet_train_high_confluence_OrigDNA,4c18347c1a4043f8aacd775d9eef5482,0.8688225992072988,4,0.9654164885801781,1000,OrigDNA,16,48,256,0.0027501521311678614
35.504661560058594,0.8341323137283325,0.0002815360203385353,0.0037965758237987757,0.020594801753759384,0.11179983615875244,evaluation,G292,2000,Assay_Plate1_platemap,FNet_train_high_confluence_OrigDNA,4c18347c1a4043f8aacd775d9eef5482,0.8688225992072988,4,0.9654164885801781,1000,OrigDNA,16,48,256,0.0027501521311678614
34.641422271728516,0.8076236844062805,0.00034344528103247285,0.003949446603655815,0.030218802392482758,0.10301768779754639,evaluation,G292,2000,Assay_Plate1_platemap,FNet_train_high_confluence_OrigDNA,4c18347c1a4043f8aacd775d9eef5482,0.8688225992072988,4,0.9654164885801781,1000,OrigDNA,16,48,256,0.0027501521311678614
38.65837860107422,0.9265061020851135,0.00013619533274322748,0.0025621766690164804,0.034704286605119705,0.07220357656478882,evaluation,G292,2000,Assay_Plate1_platemap,FNet_train_high_confluence_OrigDNA,4c18347c1a4043f8aacd775d9eef5482,0.8688225992072988,4,0.9654164885801781,1000,OrigDNA,16,48,256,0.0027501521311678614
34.66399383544922,0.8378240466117859,0.000341664970619604,0.0036015415098518133,0.018297452479600906,0.11109822988510132,evaluation,G292,2000,Assay_Plate1_platemap,FNet_train_high_confluence_OrigDNA,4c18347c1a4043f8aacd775d9eef5482,0.8688225992072988,4,0.9654164885801781,1000,OrigDNA,16,48,256,0.0027501521311678614
32.834861755371094,0.7834006547927856,0.0005206115893088281,0.006294586695730686,0.051506396383047104,0.12239867448806763,evaluation,G292,2000,Assay_Plate1_platemap,FNet_train_high_confluence_OrigDNA,4c18347c1a4043f8aacd775d9eef5482,0.8688225992072988,4,0.9654164885801781,1000,OrigDNA,16,48,256,0.0027501521311678614
35.80232620239258,0.8701078295707703,0.00026288602384738624,0.004076642915606499,0.028750479221343994,0.11822092533111572,evaluation,G292,2000,Assay_Plate1_platemap,FNet_train_high_confluence_OrigDNA,4c18347c1a4043f8aacd775d9eef5482,0.8688225992072988,4,0.9654164885801781,1000,OrigDNA,16,48,256,0.0027501521311678614
